ParticipantID,Age,Experience,Programming Level,Familiarity with Camel & Kebab case,Task,Sentence,Selected Identifier,Correct identifier,IsCorrect,Time Taken
1,25,Yes,Intermediate,Yes,1,test function,test-function,test-function,TRUE,2.33
1,25,Yes,Intermediate,Yes,2,move south,moveSouth,moveSouth,TRUE,3.617
1,25,Yes,Intermediate,Yes,3,close window,closeWindow,closeWindow,TRUE,2.876
1,25,Yes,Intermediate,Yes,4,debug issue,debugIssue,debugIssue,TRUE,2.953
1,25,Yes,Intermediate,Yes,5,open door,openDoor,openDoor,TRUE,1.555
1,25,Yes,Intermediate,Yes,6,open door,open-door,open-door,TRUE,2.394
1,25,Yes,Intermediate,Yes,7,debug issue,debug-issue,debug-issue,TRUE,2.605
1,25,Yes,Intermediate,Yes,8,close window,close-window,close-window,TRUE,3.09
1,25,Yes,Intermediate,Yes,9,write code,writeCode,writeCode,TRUE,2.757
1,25,Yes,Intermediate,Yes,10,move south,move-south,move-south,TRUE,1.782
1,25,Yes,Intermediate,Yes,11,run fast,runFast,runFast,TRUE,3.613
1,25,Yes,Intermediate,Yes,12,jump high,jumpHigh,jumpHigh,TRUE,1.724
1,25,Yes,Intermediate,Yes,13,jump high,jump-high,jump-high,TRUE,2.67
1,25,Yes,Intermediate,Yes,14,run fast,run-fast,run-fast,TRUE,2.478
1,25,Yes,Intermediate,Yes,15,read book,read-book,read-book,TRUE,1.408
1,25,Yes,Intermediate,Yes,16,play game,playGame,playGame,TRUE,1.508
1,25,Yes,Intermediate,Yes,17,play game,play-game,play-game,TRUE,3.184
1,25,Yes,Intermediate,Yes,18,test function,testFunction,testFunction,TRUE,1.531
1,25,Yes,Intermediate,Yes,19,write code,write-code,write-code,TRUE,3.502
1,25,Yes,Intermediate,Yes,20,read book,readBook,readBook,TRUE,2.261
2,25,Yes,Intermediate,Yes,1,debug issue,debugIssue,debugIssue,TRUE,4.46
2,25,Yes,Intermediate,Yes,2,open door,openDoor,openDoor,TRUE,1.811
2,25,Yes,Intermediate,Yes,3,debug issue,debug-issue,debug-issue,TRUE,3.364
2,25,Yes,Intermediate,Yes,4,write code,writeCode,writeCode,TRUE,2.266
2,25,Yes,Intermediate,Yes,5,open door,open-door,open-door,TRUE,2.55
2,25,Yes,Intermediate,Yes,6,read book,readBook,readBook,TRUE,1.587
2,25,Yes,Intermediate,Yes,7,test function,test-function,test-function,TRUE,1.736
2,25,Yes,Intermediate,Yes,8,write code,write-code,write-code,TRUE,2.946
2,25,Yes,Intermediate,Yes,9,close window,close-window,close-window,TRUE,1.903
2,25,Yes,Intermediate,Yes,10,test function,testFunction,testFunction,TRUE,3.546
2,25,Yes,Intermediate,Yes,11,move south,moveSouth,moveSouth,TRUE,1.802
2,25,Yes,Intermediate,Yes,12,close window,closeWindow,closeWindow,TRUE,1.866
2,25,Yes,Intermediate,Yes,13,play game,playGame,playGame,TRUE,2.716
2,25,Yes,Intermediate,Yes,14,run fast,run-fast,run-fast,TRUE,1.511
2,25,Yes,Intermediate,Yes,15,move south,move-south,move-south,TRUE,2.389
2,25,Yes,Intermediate,Yes,16,jump high,jump-high,jump-high,TRUE,3.384
2,25,Yes,Intermediate,Yes,17,run fast,runFast,runFast,TRUE,2.542
2,25,Yes,Intermediate,Yes,18,play game,play-game,play-game,TRUE,2.623
2,25,Yes,Intermediate,Yes,19,read book,read-cook,read-book,FALSE,1.81
2,25,Yes,Intermediate,Yes,20,jump high,jumpHigh,jumpHigh,TRUE,2.506
3,24,Yes,Intermediate,Yes,1,open door,openDoor,openDoor,TRUE,2.932
3,24,Yes,Intermediate,Yes,2,debug issue,debug-issue,debug-issue,TRUE,2.487
3,24,Yes,Intermediate,Yes,3,jump high,jump-high,jump-high,TRUE,2.305
3,24,Yes,Intermediate,Yes,4,open door,open-door,open-door,TRUE,2.57
3,24,Yes,Intermediate,Yes,5,debug issue,debugIssue,debugIssue,TRUE,3.962
3,24,Yes,Intermediate,Yes,6,move south,moveSouth,moveSouth,TRUE,1.47
3,24,Yes,Intermediate,Yes,7,test function,testFunction,testFunction,TRUE,1.509
3,24,Yes,Intermediate,Yes,8,run fast,runFast,runFast,TRUE,2.606
3,24,Yes,Intermediate,Yes,9,test function,test-function,test-function,TRUE,2.724
3,24,Yes,Intermediate,Yes,10,play game,playGame,playGame,TRUE,1.966
3,24,Yes,Intermediate,Yes,11,close window,closeWindow,closeWindow,TRUE,3.413
3,24,Yes,Intermediate,Yes,12,jump high,jumpHigh,jumpHigh,TRUE,2.315
3,24,Yes,Intermediate,Yes,13,close window,close-window,close-window,TRUE,2.506
3,24,Yes,Intermediate,Yes,14,move south,move-south,move-south,TRUE,1.884
3,24,Yes,Intermediate,Yes,15,play game,play-game,play-game,TRUE,1.346
3,24,Yes,Intermediate,Yes,16,run fast,run-fast,run-fast,TRUE,1.461
3,24,Yes,Intermediate,Yes,17,read book,read-book,read-book,TRUE,2.08
3,24,Yes,Intermediate,Yes,18,read book,reaeBook,readBook,FALSE,2.021
3,24,Yes,Intermediate,Yes,19,write code,writeCode,writeCode,TRUE,1.642
3,24,Yes,Intermediate,Yes,20,write code,write-code,write-code,TRUE,3.551
4,20,Yes,Beginner,Yes,1,open door,openDoor,openDoor,TRUE,2.869
4,20,Yes,Beginner,Yes,2,test function,testFunction,testFunction,TRUE,3.542
4,20,Yes,Beginner,Yes,3,debug issue,debug-issue,debug-issue,TRUE,4.377
4,20,Yes,Beginner,Yes,4,run fast,run-fast,run-fast,TRUE,3.999
4,20,Yes,Beginner,Yes,5,open door,open-door,open-door,TRUE,3.798
4,20,Yes,Beginner,Yes,6,read book,read-book,read-book,TRUE,3.479
4,20,Yes,Beginner,Yes,7,read book,readBook,readBook,TRUE,2.845
4,20,Yes,Beginner,Yes,8,debug issue,debugIssue,debugIssue,TRUE,3.172
4,20,Yes,Beginner,Yes,9,close window,close-window,close-window,TRUE,4.22
4,20,Yes,Beginner,Yes,10,play game,play-game,play-game,TRUE,3.8
4,20,Yes,Beginner,Yes,11,play game,playGame,playGame,TRUE,2.397
4,20,Yes,Beginner,Yes,12,jump high,jump-high,jump-high,TRUE,3.086
4,20,Yes,Beginner,Yes,13,run fast,runFast,runFast,TRUE,3.136
4,20,Yes,Beginner,Yes,14,jump high,jumpHigh,jumpHigh,TRUE,3.02
4,20,Yes,Beginner,Yes,15,move south,move-south,move-south,TRUE,3.257
4,20,Yes,Beginner,Yes,16,close window,closeWindow,closeWindow,TRUE,3.39
4,20,Yes,Beginner,Yes,17,write code,write-code,write-code,TRUE,3.721
4,20,Yes,Beginner,Yes,18,move south,moveSouth,moveSouth,TRUE,3.339
4,20,Yes,Beginner,Yes,19,write code,writeCode,writeCode,TRUE,3.251
4,20,Yes,Beginner,Yes,20,test function,test-function,test-function,TRUE,6.056
5,39,Yes,Advanced,Yes,1,read book,read-book,read-book,TRUE,3.901
5,39,Yes,Advanced,Yes,2,open door,open-door,open-door,TRUE,3.294
5,39,Yes,Advanced,Yes,3,test function,testFunction,testFunction,TRUE,2.81
5,39,Yes,Advanced,Yes,4,debug issue,debug-issue,debug-issue,TRUE,2.737
5,39,Yes,Advanced,Yes,5,debug issue,debugIssue,debugIssue,TRUE,3.361
5,39,Yes,Advanced,Yes,6,open door,openDoor,openDoor,TRUE,2.656
5,39,Yes,Advanced,Yes,7,write code,write-code,write-code,TRUE,1.873
5,39,Yes,Advanced,Yes,8,play game,playGame,playGame,TRUE,2.894
5,39,Yes,Advanced,Yes,9,write code,writeCode,writeCode,TRUE,2.897
5,39,Yes,Advanced,Yes,10,jump high,jumpHigh,jumpHigh,TRUE,2.52
5,39,Yes,Advanced,Yes,11,test function,test-function,test-function,TRUE,2.163
5,39,Yes,Advanced,Yes,12,jump high,jump-high,jump-high,TRUE,1.857
5,39,Yes,Advanced,Yes,13,run fast,runFast,runFast,TRUE,2.892
5,39,Yes,Advanced,Yes,14,read book,readBook,readBook,TRUE,2.263
5,39,Yes,Advanced,Yes,15,close window,closeWindow,closeWindow,TRUE,2.929
5,39,Yes,Advanced,Yes,16,play game,play-game,play-game,TRUE,3.102
5,39,Yes,Advanced,Yes,17,run fast,run-fast,run-fast,TRUE,2.439
5,39,Yes,Advanced,Yes,18,move south,moveSouth,moveSouth,TRUE,4.046
5,39,Yes,Advanced,Yes,19,close window,close-window,close-window,TRUE,2.713
5,39,Yes,Advanced,Yes,20,move south,move-south,move-south,TRUE,2.93
6,21,Yes,Intermediate,Yes,1,run fast,runFast,runFast,TRUE,2.966
6,21,Yes,Intermediate,Yes,2,debug issue,debug-issue,debug-issue,TRUE,1.804
6,21,Yes,Intermediate,Yes,3,play game,playGame,playGame,TRUE,2.09
6,21,Yes,Intermediate,Yes,4,debug issue,decugIssue,debugIssue,FALSE,2.473
6,21,Yes,Intermediate,Yes,5,play game,play-game,play-game,TRUE,2.021
6,21,Yes,Intermediate,Yes,6,read book,readBook,readBook,TRUE,1.785
6,21,Yes,Intermediate,Yes,7,open door,openDoor,openDoor,TRUE,1.459
6,21,Yes,Intermediate,Yes,8,open door,open-door,open-door,TRUE,2.507
6,21,Yes,Intermediate,Yes,9,close window,clpse-window,close-window,FALSE,2.499
6,21,Yes,Intermediate,Yes,10,move south,move-south,move-south,TRUE,2.06
6,21,Yes,Intermediate,Yes,11,jump high,jump-high,jump-high,TRUE,2.819
6,21,Yes,Intermediate,Yes,12,test function,test-function,test-function,TRUE,3.69
6,21,Yes,Intermediate,Yes,13,write code,write-code,write-code,TRUE,1.861
6,21,Yes,Intermediate,Yes,14,write code,writfCode,writeCode,FALSE,1.846
6,21,Yes,Intermediate,Yes,15,close window,closeWindow,closeWindow,TRUE,5.013
6,21,Yes,Intermediate,Yes,16,move south,moveSouth,moveSouth,TRUE,2.947
6,21,Yes,Intermediate,Yes,17,run fast,run-fast,run-fast,TRUE,1.766
6,21,Yes,Intermediate,Yes,18,read book,read-book,read-book,TRUE,2.709
6,21,Yes,Intermediate,Yes,19,test function,testFunction,testFunction,TRUE,3.225
6,21,Yes,Intermediate,Yes,20,jump high,jumpHigh,jumpHigh,TRUE,2.037
7,26,Yes,Advanced,Yes,1,close window,close-window,close-window,TRUE,7.582
7,26,Yes,Advanced,Yes,2,debug issue,debug-issue,debug-issue,TRUE,3.757
7,26,Yes,Advanced,Yes,3,move south,moveSouth,moveSouth,TRUE,4.405
7,26,Yes,Advanced,Yes,4,debug issue,debugIssue,debugIssue,TRUE,7.794
7,26,Yes,Advanced,Yes,5,open door,openDoor,openDoor,TRUE,3.948
7,26,Yes,Advanced,Yes,6,open door,open-door,open-door,TRUE,3.146
7,26,Yes,Advanced,Yes,7,jump high,jump-high,jump-high,TRUE,3.776
7,26,Yes,Advanced,Yes,8,run fast,run-fast,run-fast,TRUE,3.98
7,26,Yes,Advanced,Yes,9,read book,readBook,readBook,TRUE,3.099
7,26,Yes,Advanced,Yes,10,close window,closeWindow,closeWindow,TRUE,2.689
7,26,Yes,Advanced,Yes,11,test function,testFunction,testFunction,TRUE,3.063
7,26,Yes,Advanced,Yes,12,jump high,jumpHigh,jumpHigh,TRUE,4.761
7,26,Yes,Advanced,Yes,13,write code,write-code,write-code,TRUE,2.498
7,26,Yes,Advanced,Yes,14,run fast,runFast,runFast,TRUE,2.327
7,26,Yes,Advanced,Yes,15,write code,writeCode,writeCode,TRUE,2.565
7,26,Yes,Advanced,Yes,16,read book,read-book,read-book,TRUE,2.101
7,26,Yes,Advanced,Yes,17,play game,playGame,playGame,TRUE,4.097
7,26,Yes,Advanced,Yes,18,move south,move-south,move-south,TRUE,2.498
7,26,Yes,Advanced,Yes,19,test function,test-function,test-function,TRUE,2.436
7,26,Yes,Advanced,Yes,20,play game,play-game,play-game,TRUE,1.819
8,22,Yes,Advanced,Yes,1,test function,test-function,test-function,TRUE,4.643
8,22,Yes,Advanced,Yes,2,close window,close-window,close-window,TRUE,2.739
8,22,Yes,Advanced,Yes,3,open door,openDoor,openDoor,TRUE,2.679
8,22,Yes,Advanced,Yes,4,debug issue,debugIssue,debugIssue,TRUE,2.743
8,22,Yes,Advanced,Yes,5,open door,open-door,open-door,TRUE,3.88
8,22,Yes,Advanced,Yes,6,debug issue,debug-issue,debug-issue,TRUE,3.355
8,22,Yes,Advanced,Yes,7,close window,closeWindow,closeWindow,TRUE,3.345
8,22,Yes,Advanced,Yes,8,read book,readBook,readBook,TRUE,2.457
8,22,Yes,Advanced,Yes,9,play game,play-game,play-game,TRUE,2.041
8,22,Yes,Advanced,Yes,10,play game,playGame,playGame,TRUE,2.497
8,22,Yes,Advanced,Yes,11,test function,testFunction,testFunction,TRUE,2.686
8,22,Yes,Advanced,Yes,12,jump high,jump-high,jump-high,TRUE,4.472
8,22,Yes,Advanced,Yes,13,read book,read-book,read-book,TRUE,3.055
8,22,Yes,Advanced,Yes,14,move south,moveSouth,moveSouth,TRUE,3.176
8,22,Yes,Advanced,Yes,15,write code,writeCode,writeCode,TRUE,2.336
8,22,Yes,Advanced,Yes,16,write code,write-code,write-code,TRUE,2.392
8,22,Yes,Advanced,Yes,17,move south,move-south,move-south,TRUE,3.673
8,22,Yes,Advanced,Yes,18,run fast,runFast,runFast,TRUE,3.109
8,22,Yes,Advanced,Yes,19,jump high,jumpHigh,jumpHigh,TRUE,2.969
8,22,Yes,Advanced,Yes,20,run fast,run-fast,run-fast,TRUE,2.286
9,23,Yes,Intermediate,No,1,debug issue,debug-issue,debug-issue,TRUE,13.091
9,23,Yes,Intermediate,No,2,open door,openDoor,openDoor,TRUE,6.216
9,23,Yes,Intermediate,No,3,open door,open-door,open-door,TRUE,7.488
9,23,Yes,Intermediate,No,4,move south,move-south,move-south,TRUE,5.387
9,23,Yes,Intermediate,No,5,debug issue,debugIssue,debugIssue,TRUE,6.738
9,23,Yes,Intermediate,No,6,test function,test-function,test-function,TRUE,4.28
9,23,Yes,Intermediate,No,7,play game,play-game,play-game,TRUE,4.33
9,23,Yes,Intermediate,No,8,close window,closeWindow,closeWindow,TRUE,3.22
9,23,Yes,Intermediate,No,9,jump high,jump-high,jump-high,TRUE,3.378
9,23,Yes,Intermediate,No,10,test function,testFunction,testFunction,TRUE,4.763
9,23,Yes,Intermediate,No,11,move south,moveSouth,moveSouth,TRUE,3.423
9,23,Yes,Intermediate,No,12,run fast,runFast,runFast,TRUE,2.969
9,23,Yes,Intermediate,No,13,jump high,jumpHigh,jumpHigh,TRUE,3.73
9,23,Yes,Intermediate,No,14,read book,read-book,read-book,TRUE,3.611
9,23,Yes,Intermediate,No,15,close window,close-window,close-window,TRUE,3.967
9,23,Yes,Intermediate,No,16,run fast,run-fast,run-fast,TRUE,3.486
9,23,Yes,Intermediate,No,17,play game,playGame,playGame,TRUE,2.792
9,23,Yes,Intermediate,No,18,write code,write-code,write-code,TRUE,3.5
9,23,Yes,Intermediate,No,19,write code,writeCode,writeCode,TRUE,3.401
9,23,Yes,Intermediate,No,20,read book,readBook,readBook,TRUE,4.269
10,31,Yes,Intermediate,Yes,1,open door,openDoor,openDoor,TRUE,3.178
10,31,Yes,Intermediate,Yes,2,play game,play-game,play-game,TRUE,1.965
10,31,Yes,Intermediate,Yes,3,test function,testFunction,testFunction,TRUE,2.268
10,31,Yes,Intermediate,Yes,4,debug issue,debugIssue,debugIssue,TRUE,3.919
10,31,Yes,Intermediate,Yes,5,write code,writeCode,writeCode,TRUE,2.073
10,31,Yes,Intermediate,Yes,6,read book,readBook,readBook,TRUE,2.22
10,31,Yes,Intermediate,Yes,7,run fast,run-fast,run-fast,TRUE,2.108
10,31,Yes,Intermediate,Yes,8,open door,open-door,open-door,TRUE,2.574
10,31,Yes,Intermediate,Yes,9,close window,close-window,close-window,TRUE,2.145
10,31,Yes,Intermediate,Yes,10,debug issue,debug-issue,debug-issue,TRUE,2.658
10,31,Yes,Intermediate,Yes,11,read book,read-book,read-book,TRUE,1.819
10,31,Yes,Intermediate,Yes,12,run fast,runFast,runFast,TRUE,1.922
10,31,Yes,Intermediate,Yes,13,jump high,jumpHigh,jumpHigh,TRUE,3.124
10,31,Yes,Intermediate,Yes,14,close window,closeWindow,closeWindow,TRUE,3.167
10,31,Yes,Intermediate,Yes,15,play game,playGame,playGame,TRUE,2.231
10,31,Yes,Intermediate,Yes,16,move south,move-south,move-south,TRUE,2.794
10,31,Yes,Intermediate,Yes,17,move south,moveSouth,moveSouth,TRUE,2.639
