ParticipantID,Age,Experience,Programming Level,Familiarity with Camel & Kebab case,Task,Sentence,Selected Identifier,Correct identifier,IsCorrect,Time Taken
10,31,Yes,Intermediate,Yes,18,write code,write-code,write-code,TRUE,3.141
10,31,Yes,Intermediate,Yes,19,jump high,jump-high,jump-high,TRUE,2.339
10,31,Yes,Intermediate,Yes,20,test function,test-function,test-function,TRUE,3.393
11,22,Yes,Intermediate,Yes,1,open door,openDoor,openDoor,TRUE,2.954
11,22,Yes,Intermediate,Yes,2,debug issue,debugIssue,debugIssue,TRUE,5.626
11,22,Yes,Intermediate,Yes,3,write code,write-code,write-code,TRUE,3.212
11,22,Yes,Intermediate,Yes,4,move south,move-south,move-south,TRUE,3.509
11,22,Yes,Intermediate,Yes,5,open door,open-door,open-door,TRUE,2.791
11,22,Yes,Intermediate,Yes,6,run fast,run-fast,run-fast,TRUE,2.993
11,22,Yes,Intermediate,Yes,7,run fast,runFast,runFast,TRUE,2.499
11,22,Yes,Intermediate,Yes,8,close window,close-window,close-window,TRUE,3.336
11,22,Yes,Intermediate,Yes,9,jump high,jumpHigh,jumpHigh,TRUE,4.003
11,22,Yes,Intermediate,Yes,10,jump high,jump-high,jump-high,TRUE,2.745
11,22,Yes,Intermediate,Yes,11,debug issue,debug-issue,debug-issue,TRUE,2.064
11,22,Yes,Intermediate,Yes,12,move south,moveSouth,moveSouth,TRUE,3.9
11,22,Yes,Intermediate,Yes,13,read book,read-book,read-book,TRUE,2.392
11,22,Yes,Intermediate,Yes,14,write code,writeCode,writeCode,TRUE,2.165
11,22,Yes,Intermediate,Yes,15,close window,closeWindow,closeWindow,TRUE,4.625
11,22,Yes,Intermediate,Yes,16,read book,readBook,readBook,TRUE,2.54
11,22,Yes,Intermediate,Yes,17,test function,test-function,test-function,TRUE,2.422
11,22,Yes,Intermediate,Yes,18,play game,play-game,play-game,TRUE,2.021
11,22,Yes,Intermediate,Yes,19,play game,playGame,playGame,TRUE,2.513
11,22,Yes,Intermediate,Yes,20,test function,testFunction,testFunction,TRUE,1.957
12,26,Yes,Advanced,Yes,1,run fast,run-fast,run-fast,TRUE,7.185
12,26,Yes,Advanced,Yes,2,write code,writeCode,writeCode,TRUE,6.2
12,26,Yes,Advanced,Yes,3,test function,test-function,test-function,TRUE,4.456
12,26,Yes,Advanced,Yes,4,jump high,jump-high,jump-high,TRUE,5.893
12,26,Yes,Advanced,Yes,5,open door,open-door,open-door,TRUE,4.107
12,26,Yes,Advanced,Yes,6,move south,move-south,move-south,TRUE,5.433
12,26,Yes,Advanced,Yes,7,close window,closeWindow,closeWindow,TRUE,4.302
12,26,Yes,Advanced,Yes,8,read book,readBook,readBook,TRUE,3.969
12,26,Yes,Advanced,Yes,9,open door,openDoor,openDoor,TRUE,2.714
12,26,Yes,Advanced,Yes,10,run fast,runFast,runFast,TRUE,6.82
12,26,Yes,Advanced,Yes,11,test function,testFunction,testFunction,TRUE,3.197
12,26,Yes,Advanced,Yes,12,debug issue,debug-issue,debug-issue,TRUE,5.81
12,26,Yes,Advanced,Yes,13,close window,close-window,close-window,TRUE,5.659
12,26,Yes,Advanced,Yes,14,write code,write-code,write-code,TRUE,3.9
12,26,Yes,Advanced,Yes,15,play game,playGame,playGame,TRUE,2.312
12,26,Yes,Advanced,Yes,16,debug issue,debugIssue,debugIssue,TRUE,2.145
12,26,Yes,Advanced,Yes,17,play game,play-game,play-game,TRUE,2.54
12,26,Yes,Advanced,Yes,18,move south,moveSouth,moveSouth,TRUE,2.409
12,26,Yes,Advanced,Yes,19,jump high,jumpHigh,jumpHigh,TRUE,2.457
12,26,Yes,Advanced,Yes,20,read book,read-book,read-book,TRUE,2.234
13,26,Yes,Beginner,Yes,1,debug issue,debugIssue,debugIssue,TRUE,7.064
13,26,Yes,Beginner,Yes,2,open door,openDoor,openDoor,TRUE,2.377
13,26,Yes,Beginner,Yes,3,test function,test-function,test-function,TRUE,4.005
13,26,Yes,Beginner,Yes,4,open door,open-door,open-door,TRUE,2.908
13,26,Yes,Beginner,Yes,5,write code,write-code,write-code,TRUE,3.585
13,26,Yes,Beginner,Yes,6,read book,read-book,read-book,TRUE,1.969
13,26,Yes,Beginner,Yes,7,move south,moveSouth,moveSouth,TRUE,1.726
13,26,Yes,Beginner,Yes,8,jump high,jump-high,jump-high,TRUE,2.779
13,26,Yes,Beginner,Yes,9,run fast,runFast,runFast,TRUE,2.306
13,26,Yes,Beginner,Yes,10,debug issue,debug-issue,debug-issue,TRUE,4.83
13,26,Yes,Beginner,Yes,11,play game,play-game,play-game,TRUE,1.599
13,26,Yes,Beginner,Yes,12,test function,testFunction,testFunction,TRUE,1.856
13,26,Yes,Beginner,Yes,13,play game,playGame,playGame,TRUE,2.519
13,26,Yes,Beginner,Yes,14,move south,move-south,move-south,TRUE,2.273
13,26,Yes,Beginner,Yes,15,read book,readBook,readBook,TRUE,3.01
13,26,Yes,Beginner,Yes,16,write code,writeCode,writeCode,TRUE,3.89
13,26,Yes,Beginner,Yes,17,close window,closeWindow,closeWindow,TRUE,4.335
13,26,Yes,Beginner,Yes,18,close window,close-window,close-window,TRUE,3.11
13,26,Yes,Beginner,Yes,19,jump high,jumpHigh,jumpHigh,TRUE,2.724
13,26,Yes,Beginner,Yes,20,run fast,run-fast,run-fast,TRUE,2.265
14,27,No,None,No,1,open door,open-door,open-door,TRUE,4.707
14,27,No,None,No,2,debug issue,debug-issue,debug-issue,TRUE,4.923
14,27,No,None,No,3,open door,openDoor,openDoor,TRUE,4.112
14,27,No,None,No,4,play game,playGame,playGame,TRUE,3.322
14,27,No,None,No,5,run fast,runFast,runFast,TRUE,3.113
14,27,No,None,No,6,read book,read-book,read-book,TRUE,3.151
14,27,No,None,No,7,debug issue,debugIssue,debugIssue,TRUE,6.481
14,27,No,None,No,8,close window,closeWindow,closeWindow,TRUE,3.783
14,27,No,None,No,9,read book,readBook,readBook,TRUE,2.306
14,27,No,None,No,10,move south,moveSouth,moveSouth,TRUE,3.038
14,27,No,None,No,11,write code,writeCode,writeCode,TRUE,2.966
14,27,No,None,No,12,test function,testFunction,testFunction,TRUE,2.184
14,27,No,None,No,13,jump high,jump-high,jump-high,TRUE,2.12
14,27,No,None,No,14,play game,play-game,play-game,TRUE,2.267
14,27,No,None,No,15,write code,write-code,write-code,TRUE,2.04
14,27,No,None,No,16,test function,test-function,test-function,TRUE,6.241
14,27,No,None,No,17,run fast,run-fast,run-fast,TRUE,3.146
14,27,No,None,No,18,jump high,jumpHigh,jumpHigh,TRUE,3.659
14,27,No,None,No,19,close window,close-window,close-window,TRUE,3.963
14,27,No,None,No,20,move south,move-south,move-south,TRUE,2.506
15,24,Yes,Intermediate,Yes,1,open door,openDoor,openDoor,TRUE,2.932
15,24,Yes,Intermediate,Yes,2,debug issue,debug-issue,debug-issue,TRUE,2.487
15,24,Yes,Intermediate,Yes,3,jump high,jump-high,jump-high,TRUE,2.305
15,24,Yes,Intermediate,Yes,4,open door,open-door,open-door,TRUE,2.57
15,24,Yes,Intermediate,Yes,5,debug issue,debugIssue,debugIssue,TRUE,3.962
15,24,Yes,Intermediate,Yes,6,move south,moveSouth,moveSouth,TRUE,1.47
15,24,Yes,Intermediate,Yes,7,test function,testFunction,testFunction,TRUE,1.509
15,24,Yes,Intermediate,Yes,8,run fast,runFast,runFast,TRUE,2.606
15,24,Yes,Intermediate,Yes,9,test function,test-function,test-function,TRUE,2.724
15,24,Yes,Intermediate,Yes,10,play game,playGame,playGame,TRUE,1.966
15,24,Yes,Intermediate,Yes,11,close window,closeWindow,closeWindow,TRUE,3.413
15,24,Yes,Intermediate,Yes,12,jump high,jumpHigh,jumpHigh,TRUE,2.315
15,24,Yes,Intermediate,Yes,13,close window,close-window,close-window,TRUE,2.506
15,24,Yes,Intermediate,Yes,14,move south,move-south,move-south,TRUE,1.884
15,24,Yes,Intermediate,Yes,15,play game,play-game,play-game,TRUE,1.346
15,24,Yes,Intermediate,Yes,16,run fast,run-fast,run-fast,TRUE,1.461
15,24,Yes,Intermediate,Yes,17,read book,read-book,read-book,TRUE,2.08
15,24,Yes,Intermediate,Yes,18,read book,reaeBook,readBook,FALSE,2.021
15,24,Yes,Intermediate,Yes,19,write code,writeCode,writeCode,TRUE,1.642
15,24,Yes,Intermediate,Yes,20,write code,write-code,write-code,TRUE,3.551
16,23,Yes,Advanced,Yes,1,debug issue,debugIssue,debugIssue,TRUE,11.787
16,23,Yes,Advanced,Yes,2,debug issue,debug-issue,debug-issue,TRUE,4.561
16,23,Yes,Advanced,Yes,3,open door,open-door,open-door,TRUE,3.883
16,23,Yes,Advanced,Yes,4,open door,openDoor,openDoor,TRUE,4.1
16,23,Yes,Advanced,Yes,5,read book,read-book,read-book,TRUE,3.572
16,23,Yes,Advanced,Yes,6,play game,playGame,playGame,TRUE,3.756
16,23,Yes,Advanced,Yes,7,write code,write-code,write-code,TRUE,2.499
16,23,Yes,Advanced,Yes,8,write code,writeCode,writeCode,TRUE,2.082
16,23,Yes,Advanced,Yes,9,move south,move-south,move-south,TRUE,2.068
16,23,Yes,Advanced,Yes,10,test function,test-function,test-function,TRUE,3.619
16,23,Yes,Advanced,Yes,11,play game,play-game,play-game,TRUE,2.673
16,23,Yes,Advanced,Yes,12,close window,close-window,close-window,TRUE,2.776
16,23,Yes,Advanced,Yes,13,jump high,jumpHigh,jumpHigh,TRUE,4.731
16,23,Yes,Advanced,Yes,14,run fast,run-fast,run-fast,TRUE,1.968
16,23,Yes,Advanced,Yes,15,close window,closeWindow,closeWindow,TRUE,3.622
16,23,Yes,Advanced,Yes,16,test function,testFunction,testFunction,TRUE,3.416
16,23,Yes,Advanced,Yes,17,jump high,jump-high,jump-high,TRUE,2.522
16,23,Yes,Advanced,Yes,18,read book,readBook,readBook,TRUE,3.179
16,23,Yes,Advanced,Yes,19,move south,moveSouth,moveSouth,TRUE,2.919
16,23,Yes,Advanced,Yes,20,run fast,runFast,runFast,TRUE,2.485
17,25,Yes,Advanced,Yes,1,run fast,runFast,runFast,TRUE,3.537
17,25,Yes,Advanced,Yes,2,debug issue,debug-issue,debug-issue,TRUE,3.01
17,25,Yes,Advanced,Yes,3,debug issue,debugIssue,debugIssue,TRUE,4.351
17,25,Yes,Advanced,Yes,4,close window,closeWindow,closeWindow,TRUE,3.674
17,25,Yes,Advanced,Yes,5,open door,openDoor,openDoor,TRUE,3.501
17,25,Yes,Advanced,Yes,6,jump high,jumpHigh,jumpHigh,TRUE,4.027
17,25,Yes,Advanced,Yes,7,close window,close-window,close-window,TRUE,2.755
17,25,Yes,Advanced,Yes,8,move south,moveSouth,moveSouth,TRUE,2.792
17,25,Yes,Advanced,Yes,9,open door,open-door,open-door,TRUE,3.258
17,25,Yes,Advanced,Yes,10,play game,play-game,play-game,TRUE,1.903
17,25,Yes,Advanced,Yes,11,run fast,run-fast,run-fast,TRUE,2.32
17,25,Yes,Advanced,Yes,12,read book,readBook,readBook,TRUE,2.442
17,25,Yes,Advanced,Yes,13,test function,test-function,test-function,TRUE,3.069
17,25,Yes,Advanced,Yes,14,play game,playGame,playGame,TRUE,3.484
17,25,Yes,Advanced,Yes,15,move south,move-south,move-south,TRUE,3.03
17,25,Yes,Advanced,Yes,16,jump high,jump-high,jump-high,TRUE,2.023
17,25,Yes,Advanced,Yes,17,write code,writeCode,writeCode,TRUE,1.771
17,25,Yes,Advanced,Yes,18,write code,write-code,write-code,TRUE,1.597
17,25,Yes,Advanced,Yes,19,read book,read-book,read-book,TRUE,1.669
17,25,Yes,Advanced,Yes,20,test function,testFunction,testFunction,TRUE,3.502
18,20,Yes,Beginner,Yes,1,run fast,run-fast,run-fast,TRUE,3.452
18,20,Yes,Beginner,Yes,2,write code,writeCode,writeCode,TRUE,3.697
18,20,Yes,Beginner,Yes,3,test function,test-function,test-function,TRUE,3.309
18,20,Yes,Beginner,Yes,4,jump high,jump-high,jump-high,TRUE,3.421
18,20,Yes,Beginner,Yes,5,open door,open-door,open-door,TRUE,2.564
18,20,Yes,Beginner,Yes,6,move south,move-south,move-south,TRUE,2.763
18,20,Yes,Beginner,Yes,7,close window,closeWindow,closeWindow,TRUE,3.595
18,20,Yes,Beginner,Yes,8,read book,readBook,readBook,TRUE,2.693
18,20,Yes,Beginner,Yes,9,open door,openDoor,openDoor,TRUE,2.451
18,20,Yes,Beginner,Yes,10,run fast,runFast,runFast,TRUE,2.723
18,20,Yes,Beginner,Yes,11,test function,testFunction,testFunction,TRUE,2.304
18,20,Yes,Beginner,Yes,12,debug issue,debug-issue,debug-issue,TRUE,2.644
18,20,Yes,Beginner,Yes,13,close window,close-window,close-window,TRUE,2.399
18,20,Yes,Beginner,Yes,14,write code,write-code,write-code,TRUE,2.882
18,20,Yes,Beginner,Yes,15,play game,playGame,playGame,TRUE,2.099
18,20,Yes,Beginner,Yes,16,debug issue,debugIssue,debugIssue,TRUE,3.143
18,20,Yes,Beginner,Yes,17,play game,play-game,play-game,TRUE,1.773
18,20,Yes,Beginner,Yes,18,move south,moveSouth,moveSouth,TRUE,2.716
18,20,Yes,Beginner,Yes,19,jump high,jumpHigh,jumpHigh,TRUE,2.297
18,20,Yes,Beginner,Yes,20,read book,read-book,read-book,TRUE,2.533
19,19,Yes,Beginner,No,1,debug issue,debug-issue,debug-issue,TRUE,12.189
19,19,Yes,Beginner,No,2,jump high,jump-high,jump-high,TRUE,3.776
19,19,Yes,Beginner,No,3,run fast,run-fast,run-fast,TRUE,2.986
19,19,Yes,Beginner,No,4,open door,open-door,open-door,TRUE,3.713
19,19,Yes,Beginner,No,5,play game,play-game,play-game,TRUE,2.793
19,19,Yes,Beginner,No,6,open door,openDoor,openDoor,TRUE,2.787
19,19,Yes,Beginner,No,7,debug issue,debugIssue,debugIssue,TRUE,4.411
19,19,Yes,Beginner,No,8,jump high,jumpHigh,jumpHigh,TRUE,2.158
19,19,Yes,Beginner,No,9,play game,playGame,playGame,TRUE,2.92
19,19,Yes,Beginner,No,10,move south,move-south,move-south,TRUE,2.684
19,19,Yes,Beginner,No,11,close window,closeWindow,closeWindow,TRUE,2.209
19,19,Yes,Beginner,No,12,move south,moveSouth,moveSouth,TRUE,1.673
19,19,Yes,Beginner,No,13,run fast,runFast,runFast,TRUE,2.582
19,19,Yes,Beginner,No,14,close window,close-window,close-window,TRUE,2.365
19,19,Yes,Beginner,No,15,read book,readBook,readBook,TRUE,2.33
19,19,Yes,Beginner,No,16,read book,read-book,read-book,TRUE,2.269
19,19,Yes,Beginner,No,17,write code,writeCode,writeCode,TRUE,3.459
19,19,Yes,Beginner,No,18,write code,write-code,write-code,TRUE,2.819
19,19,Yes,Beginner,No,19,test function,test-function,test-function,TRUE,5.098
19,19,Yes,Beginner,No,20,test function,tettFunction,testFunction,FALSE,3.699
20,20,Yes,Beginner,Yes,1,open door,openDoor,openDoor,TRUE,2.869
20,20,Yes,Beginner,Yes,2,test function,testFunction,testFunction,TRUE,3.542
20,20,Yes,Beginner,Yes,3,debug issue,debug-issue,debug-issue,TRUE,4.377
20,20,Yes,Beginner,Yes,4,run fast,run-fast,run-fast,TRUE,3.999
20,20,Yes,Beginner,Yes,5,open door,open-door,open-door,TRUE,3.798
20,20,Yes,Beginner,Yes,6,read book,read-book,read-book,TRUE,3.479
20,20,Yes,Beginner,Yes,7,read book,readBook,readBook,TRUE,2.845
20,20,Yes,Beginner,Yes,8,debug issue,debugIssue,debugIssue,TRUE,3.172
20,20,Yes,Beginner,Yes,9,close window,close-window,close-window,TRUE,4.22
20,20,Yes,Beginner,Yes,10,play game,play-game,play-game,TRUE,3.8
20,20,Yes,Beginner,Yes,11,play game,playGame,playGame,TRUE,2.397
20,20,Yes,Beginner,Yes,12,jump high,jump-high,jump-high,TRUE,3.086
20,20,Yes,Beginner,Yes,13,run fast,runFast,runFast,TRUE,3.136
20,20,Yes,Beginner,Yes,14,jump high,jumpHigh,jumpHigh,TRUE,3.02
20,20,Yes,Beginner,Yes,15,move south,move-south,move-south,TRUE,3.257
20,20,Yes,Beginner,Yes,16,close window,closeWindow,closeWindow,TRUE,3.39
20,20,Yes,Beginner,Yes,17,write code,write-code,write-code,TRUE,3.721
20,20,Yes,Beginner,Yes,18,move south,moveSouth,moveSouth,TRUE,3.339
20,20,Yes,Beginner,Yes,19,write code,writeCode,writeCode,TRUE,3.251
20,20,Yes,Beginner,Yes,20,test function,test-function,test-function,TRUE,6.056